state,financial_year,metric,total_fc_inr,total_fc_original,original_unit,reporting_associations,source_document,source_url,table_ref,retrieved_date,notes
Jharkhand,2019-20,utilized,1874800000.00,187.48,crore,,"Rajya Sabha Unstarred Question No. 3253, 'Funds Received by NGOs from Abroad', answered 29.03.2023 (MoS Home, Shri Nityanand Rai)",https://www.mha.gov.in/MHA1/Par2017/pdfs/par2023-pdfs/RS29032023/3253.pdf,Annexure-II: Statewise Utilisation of foreign contribution during 2019-20 (Rs in Crore),2026-09-23,"Utilized can exceed received: it includes opening balances / prior-year funds per FC-4 annual returns. Annexure-I: state-wise FC RECEIVED (Rs Cr). Annexure-II: state-wise FC UTILIZED (Rs Cr). Based on Annual Returns submitted as on 22.03.2023. Annexure-III: cancellations 2020 to 22.03.2023 (state counts, not amounts)."
Karnataka,2019-20,utilized,23865600000.00,2386.56,crore,,"Rajya Sabha Unstarred Question No. 3253, 'Funds Received by NGOs from Abroad', answered 29.03.2023 (MoS Home, Shri Nityanand Rai)",https://www.mha.gov.in/MHA1/Par2017/pdfs/par2023-pdfs/RS29032023/3253.pdf,Annexure-II: Statewise Utilisation of foreign contribution during 2019-20 (Rs in Crore),2026-09-23,"Utilized can exceed received: it includes opening balances / prior-year funds per FC-4 annual returns. Annexure-I: state-wise FC RECEIVED (Rs Cr). Annexure-II: state-wise FC UTILIZED (Rs Cr). Based on Annual Returns submitted as on 22.03.2023. Annexure-III: cancellations 2020 to 22.03.2023 (state counts, not amounts)."
Kerala,2019-20,utilized,2629900000.00,262.99,crore,,"Rajya Sabha Unstarred Question No. 3253, 'Funds Received by NGOs from Abroad', answered 29.03.2023 (MoS Home, Shri Nityanand Rai)",https://www.mha.gov.in/MHA1/Par2017/pdfs/par2023-pdfs/RS29032023/3253.pdf,Annexure-II: Statewise Utilisation of foreign contribution during 2019-20 (Rs in Crore),2026-09-23,"Utilized can exceed received: it includes opening balances / prior-year funds per FC-4 annual returns. Annexure-I: state-wise FC RECEIVED (Rs Cr). Annexure-II: state-wise FC UTILIZED (Rs Cr). Based on Annual Returns submitted as on 22.03.2023. Annexure-III: cancellations 2020 to 22.03.2023 (state counts, not amounts)."
Madhya Pradesh,2019-20,utilized,3570100000.00,357.01,crore,,"Rajya Sabha Unstarred Question No. 3253, 'Funds Received by NGOs from Abroad', answered 29.03.2023 (MoS Home, Shri Nityanand Rai)",https://www.mha.gov.in/MHA1/Par2017/pdfs/par2023-pdfs/RS29032023/3253.pdf,Annexure-II: Statewise Utilisation of foreign contribution during 2019-20 (Rs in Crore),2026-09-23,"Utilized can exceed received: it includes opening balances / prior-year funds per FC-4 annual returns. Annexure-I: state-wise FC RECEIVED (Rs Cr). Annexure-II: state-wise FC UTILIZED (Rs Cr). Based on Annual Returns submitted as on 22.03.2023. Annexure-III: cancellations 2020 to 22.03.2023 (state counts, not amounts)."
Maharashtra,2019-20,utilized,32970800000.00,3297.08,crore,,"Rajya Sabha Unstarred Question No. 3253, 'Funds Received by NGOs from Abroad', answered 29.03.2023 (MoS Home, Shri Nityanand Rai)",https://www.mha.gov.in/MHA1/Par2017/pdfs/par2023-pdfs/RS29032023/3253.pdf,Annexure-II: Statewise Utilisation of foreign contribution during 2019-20 (Rs in Crore),2026-09-23,"Utilized can exceed received: it includes opening balances / prior-year funds per FC-4 annual returns. Annexure-I: state-wise FC RECEIVED (Rs Cr). Annexure-II: state-wise FC UTILIZED (Rs Cr). Based on Annual Returns submitted as on 22.03.2023. Annexure-III: cancellations 2020 to 22.03.2023 (state counts, not amounts)."
Manipur,2019-20,utilized,455900000.00,45.59,crore,,"Rajya Sabha Unstarred Question No. 3253, 'Funds Received by NGOs from Abroad', answered 29.03.2023 (MoS Home, Shri Nityanand Rai)",https://www.mha.gov.in/MHA1/Par2017/pdfs/par2023-pdfs/RS29032023/3253.pdf,Annexure-II: Statewise Utilisation of foreign contribution during 2019-20 (Rs in Crore),2026-09-23,"Utilized can exceed received: it includes opening balances / prior-year funds per FC-4 annual returns. Annexure-I: state-wise FC RECEIVED (Rs Cr). Annexure-II: state-wise FC UTILIZED (Rs Cr). Based on Annual Returns submitted as on 22.03.2023. Annexure-III: cancellations 2020 to 22.03.2023 (state counts, not amounts)."
Meghalaya,2019-20,utilized,586100000.00,58.61,crore,,"Rajya Sabha Unstarred Question No. 3253, 'Funds Received by NGOs from Abroad', answered 29.03.2023 (MoS Home, Shri Nityanand Rai)",https://www.mha.gov.in/MHA1/Par2017/pdfs/par2023-pdfs/RS29032023/3253.pdf,Annexure-II: Statewise Utilisation of foreign contribution during 2019-20 (Rs in Crore),2026-09-23,"Utilized can exceed received: it includes opening balances / prior-year funds per FC-4 annual returns. Annexure-I: state-wise FC RECEIVED (Rs Cr). Annexure-II: state-wise FC UTILIZED (Rs Cr). Based on Annual Returns submitted as on 22.03.2023. Annexure-III: cancellations 2020 to 22.03.2023 (state counts, not amounts)."
Mizoram,2019-20,utilized,66900000.00,6.69,crore,,"Rajya Sabha Unstarred Question No. 3253, 'Funds Received by NGOs from Abroad', answered 29.03.2023 (MoS Home, Shri Nityanand Rai)",https://www.mha.gov.in/MHA1/Par2017/pdfs/par2023-pdfs/RS29032023/3253.pdf,Annexure-II: Statewise Utilisation of foreign contribution during 2019-20 (Rs in Crore),2026-09-23,"Utilized can exceed received: it includes opening balances / prior-year funds per FC-4 annual returns. Annexure-I: state-wise FC RECEIVED (Rs Cr). Annexure-II: state-wise FC UTILIZED (Rs Cr). Based on Annual Returns submitted as on 22.03.2023. Annexure-III: cancellations 2020 to 22.03.2023 (state counts, not amounts)."
Nagaland,2019-20,utilized,547500000.00,54.75,crore,,"Rajya Sabha Unstarred Question No. 3253, 'Funds Received by NGOs from Abroad', answered 29.03.2023 (MoS Home, Shri Nityanand Rai)",https://www.mha.gov.in/MHA1/Par2017/pdfs/par2023-pdfs/RS29032023/3253.pdf,Annexure-II: Statewise Utilisation of foreign contribution during 2019-20 (Rs in Crore),2026-09-23,"Utilized can exceed received: it includes opening balances / prior-year funds per FC-4 annual returns. Annexure-I: state-wise FC RECEIVED (Rs Cr). Annexure-II: state-wise FC UTILIZED (Rs Cr). Based on Annual Returns submitted as on 22.03.2023. Annexure-III: cancellations 2020 to 22.03.2023 (state counts, not amounts)."
Orissa,2019-20,utilized,16287700000.00,1628.77,crore,,"Rajya Sabha Unstarred Question No. 3253, 'Funds Received by NGOs from Abroad', answered 29.03.2023 (MoS Home, Shri Nityanand Rai)",https://www.mha.gov.in/MHA1/Par2017/pdfs/par2023-pdfs/RS29032023/3253.pdf,Annexure-II: Statewise Utilisation of foreign contribution during 2019-20 (Rs in Crore),2026-09-23,"Utilized can exceed received: it includes opening balances / prior-year funds per FC-4 annual returns. Annexure-I: state-wise FC RECEIVED (Rs Cr). Annexure-II: state-wise FC UTILIZED (Rs Cr). Based on Annual Returns submitted as on 22.03.2023. Annexure-III: cancellations 2020 to 22.03.2023 (state counts, not amounts)."
Pondicherry,2019-20,utilized,336000000.00,33.60,crore,,"Rajya Sabha Unstarred Question No. 3253, 'Funds Received by NGOs from Abroad', answered 29.03.2023 (MoS Home, Shri Nityanand Rai)",https://www.mha.gov.in/MHA1/Par2017/pdfs/par2023-pdfs/RS29032023/3253.pdf,Annexure-II: Statewise Utilisation of foreign contribution during 2019-20 (Rs in Crore),2026-09-23,"Utilized can exceed received: it includes opening balances / prior-year funds per FC-4 annual returns. Annexure-I: state-wise FC RECEIVED (Rs Cr). Annexure-II: state-wise FC UTILIZED (Rs Cr). Based on Annual Returns submitted as on 22.03.2023. Annexure-III: cancellations 2020 to 22.03.2023 (state counts, not amounts)."
Punjab,2019-20,utilized,2122100000.00,212.21,crore,,"Rajya Sabha Unstarred Question No. 3253, 'Funds Received by NGOs from Abroad', answered 29.03.2023 (MoS Home, Shri Nityanand Rai)",https://www.mha.gov.in/MHA1/Par2017/pdfs/par2023-pdfs/RS29032023/3253.pdf,Annexure-II: Statewise Utilisation of foreign contribution during 2019-20 (Rs in Crore),2026-09-23,"Utilized can exceed received: it includes opening balances / prior-year funds per FC-4 annual returns. Annexure-I: state-wise FC RECEIVED (Rs Cr). Annexure-II: state-wise FC UTILIZED (Rs Cr). Based on Annual Returns submitted as on 22.03.2023. Annexure-III: cancellations 2020 to 22.03.2023 (state counts, not amounts)."
Rajasthan,2019-20,utilized,10459100000.00,1045.91,crore,,"Rajya Sabha Unstarred Question No. 3253, 'Funds Received by NGOs from Abroad', answered 29.03.2023 (MoS Home, Shri Nityanand Rai)",https://www.mha.gov.in/MHA1/Par2017/pdfs/par2023-pdfs/RS29032023/3253.pdf,Annexure-II: Statewise Utilisation of foreign contribution during 2019-20 (Rs in Crore),2026-09-23,"Utilized can exceed received: it includes opening balances / prior-year funds per FC-4 annual returns. Annexure-I: state-wise FC RECEIVED (Rs Cr). Annexure-II: state-wise FC UTILIZED (Rs Cr). Based on Annual Returns submitted as on 22.03.2023. Annexure-III: cancellations 2020 to 22.03.2023 (state counts, not amounts)."
Sikkim,2019-20,utilized,77200000.00,7.72,crore,,"Rajya Sabha Unstarred Question No. 3253, 'Funds Received by NGOs from Abroad', answered 29.03.2023 (MoS Home, Shri Nityanand Rai)",https://www.mha.gov.in/MHA1/Par2017/pdfs/par2023-pdfs/RS29032023/3253.pdf,Annexure-II: Statewise Utilisation of foreign contribution during 2019-20 (Rs in Crore),2026-09-23,"Utilized can exceed received: it includes opening balances / prior-year funds per FC-4 annual returns. Annexure-I: state-wise FC RECEIVED (Rs Cr). Annexure-II: state-wise FC UTILIZED (Rs Cr). Based on Annual Returns submitted as on 22.03.2023. Annexure-III: cancellations 2020 to 22.03.2023 (state counts, not amounts)."
Tamil Nadu,2019-20,utilized,26026600000.00,2602.66,crore,,"Rajya Sabha Unstarred Question No. 3253, 'Funds Received by NGOs from Abroad', answered 29.03.2023 (MoS Home, Shri Nityanand Rai)",https://www.mha.gov.in/MHA1/Par2017/pdfs/par2023-pdfs/RS29032023/3253.pdf,Annexure-II: Statewise Utilisation of foreign contribution during 2019-20 (Rs in Crore),2026-09-23,"Utilized can exceed received: it includes opening balances / prior-year funds per FC-4 annual returns. Annexure-I: state-wise FC RECEIVED (Rs Cr). Annexure-II: state-wise FC UTILIZED (Rs Cr). Based on Annual Returns submitted as on 22.03.2023. Annexure-III: cancellations 2020 to 22.03.2023 (state counts, not amounts)."
Telangana,2019-20,utilized,8654700000.00,865.47,crore,,"Rajya Sabha Unstarred Question No. 3253, 'Funds Received by NGOs from Abroad', answered 29.03.2023 (MoS Home, Shri Nityanand Rai)",https://www.mha.gov.in/MHA1/Par2017/pdfs/par2023-pdfs/RS29032023/3253.pdf,Annexure-II: Statewise Utilisation of foreign contribution during 2019-20 (Rs in Crore),2026-09-23,"Utilized can exceed received: it includes opening balances / prior-year funds per FC-4 annual returns. Annexure-I: state-wise FC RECEIVED (Rs Cr). Annexure-II: state-wise FC UTILIZED (Rs Cr). Based on Annual Returns submitted as on 22.03.2023. Annexure-III: cancellations 2020 to 22.03.2023 (state counts, not amounts)."
Tripura,2019-20,utilized,109500000.00,10.95,crore,,"Rajya Sabha Unstarred Question No. 3253, 'Funds Received by NGOs from Abroad', answered 29.03.2023 (MoS Home, Shri Nityanand Rai)",https://www.mha.gov.in/MHA1/Par2017/pdfs/par2023-pdfs/RS29032023/3253.pdf,Annexure-II: Statewise Utilisation of foreign contribution during 2019-20 (Rs in Crore),2026-09-23,"Utilized can exceed received: it includes opening balances / prior-year funds per FC-4 annual returns. Annexure-I: state-wise FC RECEIVED (Rs Cr). Annexure-II: state-wise FC UTILIZED (Rs Cr). Based on Annual Returns submitted as on 22.03.2023. Annexure-III: cancellations 2020 to 22.03.2023 (state counts, not amounts)."
Uttar Pradesh,2019-20,utilized,5517800000.00,551.78,crore,,"Rajya Sabha Unstarred Question No. 3253, 'Funds Received by NGOs from Abroad', answered 29.03.2023 (MoS Home, Shri Nityanand Rai)",https://www.mha.gov.in/MHA1/Par2017/pdfs/par2023-pdfs/RS29032023/3253.pdf,Annexure-II: Statewise Utilisation of foreign contribution during 2019-20 (Rs in Crore),2026-09-23,"Utilized can exceed received: it includes opening balances / prior-year funds per FC-4 annual returns. Annexure-I: state-wise FC RECEIVED (Rs Cr). Annexure-II: state-wise FC UTILIZED (Rs Cr). Based on Annual Returns submitted as on 22.03.2023. Annexure-III: cancellations 2020 to 22.03.2023 (state counts, not amounts)."
Uttarakhand,2019-20,utilized,2190600000.00,219.06,crore,,"Rajya Sabha Unstarred Question No. 3253, 'Funds Received by NGOs from Abroad', answered 29.03.2023 (MoS Home, Shri Nityanand Rai)",https://www.mha.gov.in/MHA1/Par2017/pdfs/par2023-pdfs/RS29032023/3253.pdf,Annexure-II: Statewise Utilisation of foreign contribution during 2019-20 (Rs in Crore),2026-09-23,"Utilized can exceed received: it includes opening balances / prior-year funds per FC-4 annual returns. Annexure-I: state-wise FC RECEIVED (Rs Cr). Annexure-II: state-wise FC UTILIZED (Rs Cr). Based on Annual Returns submitted as on 22.03.2023. Annexure-III: cancellations 2020 to 22.03.2023 (state counts, not amounts)."
West Bengal,2019-20,utilized,12294800000.00,1229.48,crore,,"Rajya Sabha Unstarred Question No. 3253, 'Funds Received by NGOs from Abroad', answered 29.03.2023 (MoS Home, Shri Nityanand Rai)",https://www.mha.gov.in/MHA1/Par2017/pdfs/par2023-pdfs/RS29032023/3253.pdf,Annexure-II: Statewise Utilisation of foreign contribution during 2019-20 (Rs in Crore),2026-09-23,"Utilized can exceed received: it includes opening balances / prior-year funds per FC-4 annual returns. Annexure-I: state-wise FC RECEIVED (Rs Cr). Annexure-II: state-wise FC UTILIZED (Rs Cr). Based on Annual Returns submitted as on 22.03.2023. Annexure-III: cancellations 2020 to 22.03.2023 (state counts, not amounts)."
Andaman & Nicobar Islands,2020-21,received,36800000.00,3.68,crore,,"Rajya Sabha Unstarred Question No. 3253, 'Funds Received by NGOs from Abroad', answered 29.03.2023 (MoS Home, Shri Nityanand Rai)",https://www.mha.gov.in/MHA1/Par2017/pdfs/par2023-pdfs/RS29032023/3253.pdf,Annexure-I: Statewise Receipt of foreign contribution during 2020-21 (Rs in Crore),2026-09-23,"Based on Annual Returns submitted as on 22.03.2023. Annexure-I: state-wise FC RECEIVED (Rs Cr). Annexure-II: state-wise FC UTILIZED (Rs Cr). Based on Annual Returns submitted as on 22.03.2023. Annexure-III: cancellations 2020 to 22.03.2023 (state counts, not amounts)."
Andhra Pradesh,2020-21,received,9545700000.00,954.57,crore,,"Rajya Sabha Unstarred Question No. 3253, 'Funds Received by NGOs from Abroad', answered 29.03.2023 (MoS Home, Shri Nityanand Rai)",https://www.mha.gov.in/MHA1/Par2017/pdfs/par2023-pdfs/RS29032023/3253.pdf,Annexure-I: Statewise Receipt of foreign contribution during 2020-21 (Rs in Crore),2026-09-23,"Based on Annual Returns submitted as on 22.03.2023. Annexure-I: state-wise FC RECEIVED (Rs Cr). Annexure-II: state-wise FC UTILIZED (Rs Cr). Based on Annual Returns submitted as on 22.03.2023. Annexure-III: cancellations 2020 to 22.03.2023 (state counts, not amounts)."
Arunachal Pradesh,2020-21,received,217100000.00,21.71,crore,,"Rajya Sabha Unstarred Question No. 3253, 'Funds Received by NGOs from Abroad', answered 29.03.2023 (MoS Home, Shri Nityanand Rai)",https://www.mha.gov.in/MHA1/Par2017/pdfs/par2023-pdfs/RS29032023/3253.pdf,Annexure-I: Statewise Receipt of foreign contribution during 2020-21 (Rs in Crore),2026-09-23,"Based on Annual Returns submitted as on 22.03.2023. Annexure-I: state-wise FC RECEIVED (Rs Cr). Annexure-II: state-wise FC UTILIZED (Rs Cr). Based on Annual Returns submitted as on 22.03.2023. Annexure-III: cancellations 2020 to 22.03.2023 (state counts, not amounts)."
Assam,2020-21,received,1651800000.00,165.18,crore,,"Rajya Sabha Unstarred Question No. 3253, 'Funds Received by NGOs from Abroad', answered 29.03.2023 (MoS Home, Shri Nityanand Rai)",https://www.mha.gov.in/MHA1/Par2017/pdfs/par2023-pdfs/RS29032023/3253.pdf,Annexure-I: Statewise Receipt of foreign contribution during 2020-21 (Rs in Crore),2026-09-23,"Based on Annual Returns submitted as on 22.03.2023. Annexure-I: state-wise FC RECEIVED (Rs Cr). Annexure-II: state-wise FC UTILIZED (Rs Cr). Based on Annual Returns submitted as on 22.03.2023. Annexure-III: cancellations 2020 to 22.03.2023 (state counts, not amounts)."
Bihar,2020-21,received,2173700000.00,217.37,crore,,"Rajya Sabha Unstarred Question No. 3253, 'Funds Received by NGOs from Abroad', answered 29.03.2023 (MoS Home, Shri Nityanand Rai)",https://www.mha.gov.in/MHA1/Par2017/pdfs/par2023-pdfs/RS29032023/3253.pdf,Annexure-I: Statewise Receipt of foreign contribution during 2020-21 (Rs in Crore),2026-09-23,"Based on Annual Returns submitted as on 22.03.2023. Annexure-I: state-wise FC RECEIVED (Rs Cr). Annexure-II: state-wise FC UTILIZED (Rs Cr). Based on Annual Returns submitted as on 22.03.2023. Annexure-III: cancellations 2020 to 22.03.2023 (state counts, not amounts)."
Chandigarh,2020-21,received,191500000.00,19.15,crore,,"Rajya Sabha Unstarred Question No. 3253, 'Funds Received by NGOs from Abroad', answered 29.03.2023 (MoS Home, Shri Nityanand Rai)",https://www.mha.gov.in/MHA1/Par2017/pdfs/par2023-pdfs/RS29032023/3253.pdf,Annexure-I: Statewise Receipt of foreign contribution during 2020-21 (Rs in Crore),2026-09-23,"Based on Annual Returns submitted as on 22.03.2023. Annexure-I: state-wise FC RECEIVED (Rs Cr). Annexure-II: state-wise FC UTILIZED (Rs Cr). Based on Annual Returns submitted as on 22.03.2023. Annexure-III: cancellations 2020 to 22.03.2023 (state counts, not amounts)."
Chhattisgarh,2020-21,received,521300000.00,52.13,crore,,"Rajya Sabha Unstarred Question No. 3253, 'Funds Received by NGOs from Abroad', answered 29.03.2023 (MoS Home, Shri Nityanand Rai)",https://www.mha.gov.in/MHA1/Par2017/pdfs/par2023-pdfs/RS29032023/3253.pdf,Annexure-I: Statewise Receipt of foreign contribution during 2020-21 (Rs in Crore),2026-09-23,"Based on Annual Returns submitted as on 22.03.2023. Annexure-I: state-wise FC RECEIVED (Rs Cr). Annexure-II: state-wise FC UTILIZED (Rs Cr). Based on Annual Returns submitted as on 22.03.2023. Annexure-III: cancellations 2020 to 22.03.2023 (state counts, not amounts)."
Dadra & Nagar Haveli,2020-21,received,24300000.00,2.43,crore,,"Rajya Sabha Unstarred Question No. 3253, 'Funds Received by NGOs from Abroad', answered 29.03.2023 (MoS Home, Shri Nityanand Rai)",https://www.mha.gov.in/MHA1/Par2017/pdfs/par2023-pdfs/RS29032023/3253.pdf,Annexure-I: Statewise Receipt of foreign contribution during 2020-21 (Rs in Crore),2026-09-23,"Based on Annual Returns submitted as on 22.03.2023. Annexure-I: state-wise FC RECEIVED (Rs Cr). Annexure-II: state-wise FC UTILIZED (Rs Cr). Based on Annual Returns submitted as on 22.03.2023. Annexure-III: cancellations 2020 to 22.03.2023 (state counts, not amounts)."
